area,perimeter,aspect_ratio,circularity,solidity,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,laplacian_var,glcm_contrast,glcm_homogeneity,glcm_energy,grade,path,ahash,cluster_id
6270.5,310.1492750644684,1.162790697674419,0.8191633160942537,0.9770938839111803,19.8711742660837,10.045825037412865,116.08838226108682,40.705110151533944,82.41458463460337,47.61643784120212,4534.943425851811,447.78341555085746,0.4164420045638479,0.2432175204332618,A,grading/data_processed/potato/A/Potato_White_1_r_152__100.jpg,ff8f0301018081ef,6
6140.5,308.1492749452591,1.1764705882352942,0.8126270961868672,0.9757667249324646,20.29459588713534,10.40654237252776,116.7495616132632,40.95708477331361,80.71991072851905,46.75790916719385,5187.298484484429,431.17219251336894,0.4219579726637086,0.2493952609400027,A,grading/data_processed/potato/A/Potato_White_1_r_153__100.jpg,ff8f03010180c1ff,6
5035.0,293.76449954509735,1.5151515151515151,0.7331801791965434,0.9586824067022088,20.11582413325586,9.515828146434508,126.11349990315708,44.40262560671658,66.59752082122797,39.159065774842304,9760.712497704317,518.7404346495256,0.3544344944866754,0.205059926540071,A,grading/data_processed/potato/A/Potato_White_1_r_14__100.jpg,ff8301000081c1ff,6
4772.5,296.35028648376465,1.5873015873015872,0.6828811083125834,0.9479590823319098,21.355569155446755,11.607261853513856,130.0701754385965,45.172433263867894,63.48796409628723,38.10070293088248,11013.952261501638,495.5212441879109,0.4053892023709423,0.2091459624623465,A,grading/data_processed/potato/A/Potato_White_1_r_86__100.jpg,ff830100000183ff,5
4482.0,274.79393684864044,1.6666666666666667,0.74587735846021,0.973712796002607,16.132087768846404,18.57264737833937,102.1568542255051,42.50987987870077,59.35715837497284,34.78383896754115,13728.512106555556,389.27508417508415,0.3620553296324381,0.2196183277078816,A,grading/data_processed/potato/A/Potato_Red_1_r_34__100.jpg,ff838101008081ff,0
4579.5,276.55129647254944,1.6666666666666667,0.7524480651961043,0.9721897887697696,14.956826882177795,14.12835548545288,102.23394300297744,43.38190299152944,60.78477243726074,36.2725814900345,11990.738138222225,416.2762626262627,0.3510330013149932,0.2047172658310992,A,grading/data_processed/potato/A/Potato_Red_1_r_35__100.jpg,ff838101000081ff,2
4829.0,273.6223638057709,1.5625,0.8105202852217137,0.9839038304808476,36.5492018589614,66.98332075611498,142.70094968680542,47.154949813190534,63.437057991513434,36.53295813950851,9134.813991308594,255.1587752525253,0.4519623606929196,0.2157589691732476,A,grading/data_processed/potato/A/Potato_Red_2_r2_114__100.jpg,ff870101008081ff,6
4835.5,273.0365775823593,1.5625,0.8150975514040248,0.9849271819940932,34.57416750756811,65.26321694540302,143.29101917255298,47.75832269405609,63.6795156407669,37.13887829073119,9360.034194433594,325.91287878787875,0.4531992100708906,0.2159315006700397,A,grading/data_processed/potato/A/Potato_Red_2_r2_115__100.jpg,ff878101008081ff,5
5280.0,292.59292590618134,1.408450704225352,0.7750257692187644,0.9780494581828284,21.106528574070648,15.248988539505223,134.51729239874237,40.72163491839877,69.78398372480119,41.00043009285707,8009.2972294981155,600.4788732394367,0.3836606205102541,0.2264889588751948,A,grading/data_processed/potato/A/Potato_White_1_r2_190__100.jpg,ff8101000081c1ff,11
5100.5,284.5512959957123,0.67,0.7915921522578353,0.9775754671777672,20.38779414578152,11.480537604562954,129.41400420891526,45.99730092249501,67.39219437535871,39.6660442240351,8889.905200178215,497.1877272727273,0.3443259696238531,0.1988138610145097,A,grading/data_processed/potato/A/Potato_White_1_140__100.jpg,f3c1c181818181c7,22
5070.5,283.03657722473145,0.66,0.7953815702858242,0.9817037754114232,20.42540904716073,11.49327833026145,128.6846968238691,45.166392263129445,67.03214629451395,39.442246204704794,8755.065523393021,457.0478461538462,0.3468701904308613,0.194365421718379,A,grading/data_processed/potato/A/Potato_White_1_141__100.jpg,f7c1c181818181c7,0
4660.0,277.96550965309143,1.6129032258064515,0.7579035790075268,0.9761206535400084,14.383232280995191,22.646648653128736,103.4012126280577,43.60914216732646,61.64645619903826,35.923249536936794,9530.374461082203,406.8030303030304,0.3697840571075044,0.216080206151962,A,grading/data_processed/potato/A/Potato_Red_1_r_115__100.jpg,ffc181800001c1ff,2
5277.0,295.90663373470306,1.2727272727272727,0.7573341756359895,0.9571920914202794,15.596039970392304,23.245794869972055,99.180236861584,40.62047549090813,69.58641746854182,40.206334597817694,7640.326288401366,379.0092381844959,0.4669367604334439,0.2724464556862504,A,grading/data_processed/potato/A/Potato_Red_1_r2_80__100.jpg,ffc78100000183ef,14
4661.0,278.4507919549942,1.5714285714285714,0.7554262156089407,0.9761256544502618,12.802843403721514,17.380980719313577,102.73656700815388,43.52743126481438,61.81517875810161,36.40800290775597,10852.539732513756,466.55247813411074,0.3709454421468238,0.2220268756945361,A,grading/data_processed/potato/A/Potato_Red_1_r_114__100.jpg,ffc181800001c1ff,2
5733.0,299.4213533401489,1.225,0.8035747240849245,0.9692307692307692,15.243220194439706,21.052492275464235,89.45062254818352,37.9174967616973,75.40422991642504,43.572324898172766,5241.243545902097,429.6521907216496,0.4460996445047767,0.2386699003949893,A,grading/data_processed/potato/A/Potato_Red_1_r2_122__100.jpg,ff870101010183ff,0
4850.0,308.1076453924179,1.5873015873015872,0.6420171842020269,0.9458800585080448,19.620938628158846,7.601295807671188,124.11552346570396,44.400172777323654,64.62154031287605,38.69720786081993,12952.64979115646,572.4471701138368,0.360537998030747,0.1952080861965569,A,grading/data_processed/potato/A/Potato_White_1_r_188__100.jpg,ff83010080c0c1ff,11
5334.0,299.56348836421967,1.2531645569620251,0.7469389673747592,0.9548872180451128,15.381911387770048,20.98359166488795,98.4199926766752,40.91513248244887,70.2839619187111,40.829558327552455,7052.493733451428,417.4382588478429,0.4813925975403213,0.2879915058644758,A,grading/data_processed/potato/A/Potato_Red_1_r2_81__100.jpg,ffc78100000183ef,14
5242.0,283.1370837688446,1.492537313432836,0.821700159646507,0.9862652869238006,46.00558867362146,74.15305926443538,140.1214605067064,49.68102203832973,68.89176602086438,39.85067160766076,7115.38435188238,250.43585104779137,0.4322323686614259,0.1917022832932562,A,grading/data_processed/potato/A/Potato_Red_2_r2_186__100.jpg,ffc381000001c1ff,2
5253.0,283.13708305358887,1.492537313432836,0.8234244487659437,0.9867568329106792,54.349321435211,78.36735065115204,139.71649005391336,49.32705849740078,69.10169176426845,40.065918390013216,7026.996756872355,268.49736167646614,0.4360682194752772,0.1905037974930672,A,grading/data_processed/potato/A/Potato_Red_2_r2_187__100.jpg,ffc181000000c1ff,2
4817.5,298.2081503868103,1.6129032258064515,0.6807577108147684,0.9511352418558736,20.371919191919194,13.113200202430528,127.30383838383838,45.09692149915741,64.10808080808081,38.38696426665716,11630.675479474505,550.9543825350278,0.3573494429301219,0.1910628181998611,A,grading/data_processed/potato/A/Potato_White_1_r_3__100.jpg,ff8301008080c1ff,2
5295.5,290.35028541088104,1.3888888888888888,0.7893549229103659,0.978654592496766,20.13740317226116,8.962426534336325,135.44061232017705,45.14865069689776,69.9889339727038,41.502532745345846,9223.336041493056,511.06327160493834,0.3868702586665904,0.2358873133877519,A,grading/data_processed/potato/A/Potato_White_1_r2_103__100.jpg,ff878100000183ff,5
3884.0,273.1370828151703,0.55,0.6542259279221019,0.9617432214931286,13.379775280898876,12.85996178757792,102.94531835205991,42.65752191536487,52.04943820224719,32.04499883555976,18171.24634723967,436.1068518518518,0.3784118198475354,0.2461124696894196,A,grading/data_processed/potato/A/Potato_Red_1_107__100.jpg,f7c3c381818181c7,27
4787.0,296.45079123973846,1.6129032258064515,0.6844915069250268,0.9475455265241488,20.09007726718178,14.125325706175415,127.047783651891,45.998691060380835,63.60451403009353,37.63939195465105,10727.526154812696,492.11290322580646,0.3614642319218557,0.1954678473119555,A,grading/data_processed/potato/A/Potato_White_1_r_2__100.jpg,ff8301008080c1ff,2
3868.5,254.4091609716415,0.5625,0.7510813424543887,0.9767706097714935,14.515318935208438,20.49142956142524,101.64038171772978,42.29633751766562,52.088900050226016,32.726698549292394,16778.006702983006,508.7547169811321,0.34972921281656,0.2067433504848955,A,grading/data_processed/potato/A/Potato_Red_1_106__100.jpg,f7c3c381818181c7,27
5268.5,288.49242210388184,1.3888888888888888,0.7954777351274331,0.9799125825351064,20.011498516320476,8.831144382669988,134.9083827893175,44.383584640215616,69.54358308605342,41.018532211521176,9210.210712017748,474.36111111111126,0.3881648770357992,0.2403605039207245,A,grading/data_processed/potato/A/Potato_White_1_r2_102__100.jpg,ff878100000183ff,5
5636.5,289.5218595266342,1.32,0.8449998977768476,0.9840258379888268,16.209439528023598,19.800629600732172,93.1870553531147,40.11197314316113,74.19989588755857,42.51717502109822,6037.331822303847,492.24993197278906,0.3540145004530668,0.2107054321079814,A,grading/data_processed/potato/A/Potato_Red_1_r_98__100.jpg,ffc781000001c1f7,2
4592.5,267.7228692770004,1.694915254237288,0.8051709312067575,0.9879531031515544,57.191891318191466,79.70305552564983,130.76756527276586,51.182958924067904,60.46041180216515,35.43079443642677,8810.72817581155,198.39650744735485,0.4874016181970735,0.1928661116754508,A,grading/data_processed/potato/A/Potato_Red_2_r_2__100.jpg,ff870100000183ff,5
5634.5,292.69343173503876,1.337837837837838,0.8264932175345305,0.9830759835994068,15.673433975360055,18.7869476453519,93.89397883047025,40.79396439407193,74.13517265313205,42.63613853240251,5497.491391920548,515.1046607832322,0.3547719016834052,0.2015059027396196,A,grading/data_processed/potato/A/Potato_Red_1_r_99__100.jpg,ffc781000001c1f7,2
4543.0,269.48022866249084,1.694915254237288,0.7861379944378725,0.9808917197452228,54.935234827364354,78.37900195760214,131.13789405961828,51.36244605871042,59.87132747158482,35.08389747441215,10671.23515759839,214.33846944016437,0.4832682733097715,0.2014492365272959,A,grading/data_processed/potato/A/Potato_Red_2_r_3__100.jpg,ff870100000183ff,5
4636.5,278.3502860069275,1.4705882352941178,0.7519981711136688,0.9556838091311964,14.44481816270759,17.927192372325496,101.5438301450494,42.68804400028984,61.382594071894054,36.233527942353085,11184.695468836506,336.83021390374336,0.4475463310364309,0.2882997579070593,A,grading/data_processed/potato/A/Potato_Red_1_r2_65__100.jpg,ffe78100000181ff,2
4260.5,264.4091613292694,1.818181818181818,0.7658036577839941,0.9821346242508068,63.61224023749715,81.77999435979939,131.80155286595112,51.873853502470965,56.21443251883992,33.04920884134412,12069.68768433058,201.09935720844817,0.4730312454156661,0.1974631699699555,A,grading/data_processed/potato/A/Potato_Red_2_r_17__100.jpg,ff830100000183ff,5
4259.5,265.23758828639984,1.818181818181818,0.7608487752546955,0.9807736587612248,60.97898583828232,80.92497761781354,130.0066240292371,52.37295709591952,56.210141617176795,33.18062707638781,12044.338863173554,214.57043158861345,0.4862811909243151,0.1982780123164559,A,grading/data_processed/potato/A/Potato_Red_2_r_16__100.jpg,ff830100008183ff,5
5199.5,287.865003824234,0.69,0.788485490631447,0.9776252702829744,21.247089748404058,15.090967311089122,133.1990236575291,45.7412661747144,68.68982350732257,40.25422308573618,8567.94369021214,504.06014705882353,0.3443244975379463,0.2049654213811143,A,grading/data_processed/potato/A/Potato_White_1_137__100.jpg,f3c1c181818181c7,22
4943.5,286.6934314966202,0.66,0.7558035315284786,0.972173058013766,20.975143026237916,8.848797478316028,131.97277569540344,45.52464866889692,65.53146577234169,38.6520313663485,9590.810311271807,549.4596923076924,0.3853491663359548,0.2119065887764321,A,grading/data_processed/potato/A/Potato_White_1_58__100.jpg,efc38381818181c3,0
