area,perimeter,aspect_ratio,circularity,solidity,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,laplacian_var,glcm_contrast,glcm_homogeneity,glcm_energy,grade,path,ahash,cluster_id
7286.5,322.634556889534,0.97,0.8796442515685302,0.9869294324800216,24.648215488215488,47.38938371338765,158.33468013468013,54.173912888882825,96.20646464646464,54.29691471996656,2532.9263102455097,404.4234375,0.3672895430235299,0.21757764967283,A,grading/data_processed/onion/A/Onion_Red_2_r2_112__100.jpg,f7e1e1c08081c1e7,7
5302.0,334.39191710948944,1.2658227848101269,0.5958515111212199,0.9179362880886428,29.405177161740408,46.465755316266176,97.74958692858456,52.349660492281814,70.06554066458601,40.115130809242345,5515.117428296747,447.2284874057027,0.4694527689317077,0.2966062976272214,A,grading/data_processed/onion/A/Onion_2_r1_50__100.jpg,ffe1c08000c0e1ff,5
5164.5,314.49242091178894,1.1904761904761905,0.6561721270993859,0.9115700291236432,34.04716091303528,48.55571892153497,83.5365025466893,49.92630710983518,68.12922090171666,39.08740244547351,4941.069499773243,370.71007696007695,0.4875050204668704,0.357303943829027,A,grading/data_processed/onion/A/Onion_2_r2_101__100.jpg,ffe1c08080e0e1f7,5
7514.0,328.048770070076,1.0,0.877413327996014,0.9846678023850084,74.7106466361855,82.19625562779089,120.64114957544088,40.87205704885441,98.55545395166558,56.388058051008336,3310.4780006399997,509.0155555555556,0.3449425532184005,0.2214306839650837,A,grading/data_processed/onion/A/Onion_Red_1_r2_30__100.jpg,ff8f1f01018181c3,11
4507.0,305.70562422275543,1.139240506329114,0.6060250340241279,0.920077574767786,51.788826574633305,75.73402134474257,116.7739430543572,50.427707103610835,59.853753235547885,34.935355204867655,15019.648963821484,404.70829185037695,0.4630837771608852,0.3323780309029851,A,grading/data_processed/onion/A/Onion_Red_1_r_153__100.jpg,ffc381018181c3f7,0
4709.0,291.7056245803833,1.1294117647058823,0.6954228366863539,0.922700107769178,142.62388739391432,53.03505010577018,93.05692403229143,45.60618039144215,62.09045746222314,35.977998377205445,9306.537522692595,356.6422291021672,0.5675474989527057,0.3932318252524062,A,grading/data_processed/onion/A/Onion_Red_3_r_52__100.jpg,ffc3c1818081c3ef,0
6720.5,320.49242174625397,0.88,0.8221970606661415,0.9727871462690888,24.749854227405248,40.53398449937587,100.62755102040816,51.29059921147247,88.0430029154519,50.49413890032914,2423.469617975207,584.6826436781608,0.3652180100236867,0.2054641185939638,A,grading/data_processed/onion/A/Onion_2_r2_313__100.jpg,ff819f81818183e7,28
6714.0,312.5340517759323,0.93,0.8637668178627824,0.9802175341265784,19.29798422436459,8.656374753057174,131.89278410750802,50.35908931512162,88.30908559742916,51.184771198476106,4537.688841195514,410.4215217391306,0.4347152334880452,0.249770274887528,A,grading/data_processed/onion/A/Onion_White_1_r_46__100.jpg,efdf9f81010183c7,16
3554.0,294.73506236076355,1.694915254237288,0.514119030979636,0.8804657500309674,29.213315217391305,47.53768398641169,81.3288043478261,54.319180861275726,47.59130434782609,28.74022197492984,14210.803762596955,314.15168635507615,0.5312527138145055,0.3626216307001384,A,grading/data_processed/onion/A/Onion_2_r1_100__100.jpg,ffe1c10080e0e3ff,51
6522.5,329.32084834575653,1.162790697674419,0.755762781611332,0.9542096408455856,28.959945994599455,52.645110851880005,91.58430843084308,53.50681419890243,85.81878187818782,49.04802885121629,2533.8431045970797,477.8394409208363,0.3738632910979008,0.2120105258173536,A,grading/data_processed/onion/A/Onion_2_r1_334__100.jpg,ffe180000001c1ff,54
3651.5,298.8355664014816,1.694915254237288,0.5138266198434869,0.8912618989504516,37.46125363660407,58.591827651674265,87.57577360486644,55.044545786639915,48.7006083046813,28.665039655297935,10795.28614064924,297.14877589453863,0.5081780867071095,0.3465507497946063,A,grading/data_processed/onion/A/Onion_2_r1_286__100.jpg,ffc783000081c7ff,53
6515.0,344.5340527296066,1.0101010101010102,0.6896996070746246,0.9263472202474052,78.18205012757016,84.82079720316273,114.83265796187904,44.50904225219106,85.85457001350743,49.67670971662695,5131.665241046831,444.1633506785022,0.442087422994687,0.3150818183789723,A,grading/data_processed/onion/A/Onion_Red_1_37__100.jpg,ffe78306000081e3,12
6555.0,352.1909055709839,0.89,0.6640889984075362,0.957353585511903,22.379212645392187,42.67559584936059,86.79943334327469,50.32111800887168,86.3273188189681,49.720774964262816,2344.655729465977,542.556931818182,0.3591395349585199,0.2294333659725359,A,grading/data_processed/onion/A/Onion_2_r2_138__100.jpg,ffd9c1c1c1c181c7,39
3846.5,303.52185797691345,0.56,0.5246813855266003,0.8681864349396231,44.7572864321608,62.359199267950835,85.94020100502513,53.22471034129174,51.561557788944725,30.72585017424373,12661.74385255102,470.7376363636364,0.4088228042424652,0.2668753384653436,A,grading/data_processed/onion/A/Onion_2_r0_286__100.jpg,e7e3c383818183c7,26
6896.0,321.2203425168991,1.0,0.839848662929208,0.97594112652137,26.24338925220358,51.01504697773458,178.36735854421383,48.82219652083852,91.03170315609894,51.631169282553195,3045.877144873683,390.4101159793814,0.383685135511038,0.2355202665910418,A,grading/data_processed/onion/A/Onion_Red_2_r2_276__100.jpg,ffc381808081c1e7,7
7327.5,346.7766914367676,1.020408163265306,0.7657127765017165,0.972139303482587,82.17750133761369,85.46134944695373,123.1954253611557,37.56713178461531,96.9153290529695,56.293139219442914,2190.7018862036653,376.82962275819426,0.3965169897072385,0.2217149146351155,A,grading/data_processed/onion/A/Onion_Red_1_r_84__100.jpg,ffdf9b01008081c3,16
4110.5,321.1198365688324,0.65,0.5009221642967575,0.8637318764446312,43.4596185542736,60.527309325148934,73.86461031316223,48.83070023419131,54.598304685660466,31.98557740894471,11427.627334698223,498.03906249999983,0.4675079462383094,0.326257146413588,A,grading/data_processed/onion/A/Onion_2_r0_149__100.jpg,e3e383818181c1e3,50
6631.5,314.2914116382599,1.098901098901099,0.8436389272575993,0.9780252193791018,17.824242424242424,18.15497881067416,141.15535846267554,52.33630195503894,87.16230598669623,50.615171717442784,5724.837616906171,527.4927294927295,0.3902115542449901,0.2439913990052642,A,grading/data_processed/onion/A/Onion_White_1_155__100.jpg,ffc38f0c000081ef,2
5518.0,312.04877042770386,1.0898876404494382,0.7121092200504746,0.9405949032642972,137.84303663068482,54.212767900318454,83.78658644487702,45.77050038211972,72.70111484692974,42.27255687096781,7320.281454300102,456.7095037453184,0.4744096999758427,0.3325154868421187,A,grading/data_processed/onion/A/Onion_Red_3_r_166__100.jpg,ff870301030387ef,86
5894.5,318.14927566051483,1.075268817204301,0.7318043024057034,0.9295119451233936,26.45573607427056,42.79206901609648,82.97480106100795,49.81295945835968,77.51243368700266,44.49015081052738,3507.194818406753,429.53415879222337,0.4731768979755723,0.3403371438311086,A,grading/data_processed/onion/A/Onion_2_r2_112__100.jpg,ffe1c080c0c0e1f3,5
6365.5,323.4629830121994,1.0,0.7645276764632958,0.9494369453352226,22.309963099630995,37.678637888532414,83.20679581795818,49.7086450646288,83.57749077490774,48.01155390979338,2740.403272636818,512.4116347569956,0.4380772364832117,0.3092434529346836,A,grading/data_processed/onion/A/Onion_2_r2_118__100.jpg,ffc1c0e080c0c1e3,5
4492.0,332.048770070076,0.75,0.5119715873029551,0.8519677572309151,46.40992448759439,62.466427908409024,72.61208198489751,54.24303955846572,59.50658036677454,34.2605617989345,9096.59309616,483.57621621621627,0.4769457473315928,0.3629956373355146,A,grading/data_processed/onion/A/Onion_2_r0_222__100.jpg,f3c3c3c181c1c1e3,50
6753.0,321.5634890794754,1.1111111111111112,0.8206786761391058,0.974247998268773,20.486506094022054,8.03228888258978,123.95008705745792,51.73948766239941,89.03438769587927,52.01308885077496,5590.696334802468,461.76958473625143,0.4135070140365221,0.2223930858051591,A,grading/data_processed/onion/A/Onion_White_1_42__100.jpg,ff8f8f0d000081f7,13
