area,perimeter,aspect_ratio,circularity,solidity,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,laplacian_var,glcm_contrast,glcm_homogeneity,glcm_energy,grade,path
7462.0,326.5929266214371,0.94,0.8791268811008415,0.9890648817019021,37.67459900078885,71.67047187364975,204.26702603207994,46.70234133938228,98.48514330791481,57.268928656656136,2340.774307424174,329.460752688172,0.5307139493030268,0.1793538395062546,A,grading/data_processed/tomato/A/Tomato_4_326__100.jpg
5149.0,284.93607330322266,0.68,0.7969624983568657,0.9697711648931161,24.225298691446994,56.98962070444194,195.04475630570832,48.41404221600133,68.09956381566471,40.825199268529595,7961.650291955018,291.3420895522388,0.44561409750159975,0.204839640293785,A,grading/data_processed/tomato/A/Tomato_3_r2_157__100.jpg
5111.5,286.69343161582947,0.68,0.7814887727713254,0.9826972988560992,9.540003818980333,28.066871200136028,223.78040863089555,47.356297949636016,67.16727133855261,38.70106313304475,4472.753555168685,348.78074626865674,0.5060945353978936,0.211688335618299,A,grading/data_processed/tomato/A/Tomato_5_r0_44__100.jpg
6022.0,303.76449978351593,0.75,0.8201184459739383,0.9778355118941301,6.471811535337125,18.197150575908072,218.70609260763607,49.73976685130367,78.79886271324126,45.560377615366114,2511.902390382222,290.18567567567567,0.4776779717629014,0.16558046953639155,A,grading/data_processed/tomato/A/Tomato_8_r2_310__100.jpg
6106.0,378.1909054517746,0.9690721649484536,0.536468840534953,0.8970836700213032,59.46842105263158,17.343666013172314,96.78915470494418,41.20695668826754,80.92519936204147,45.89118590687669,4210.3464851612125,664.0074271145106,0.43010210806946797,0.2955456811112646,A,grading/data_processed/tomato/A/Tomato_11_25__100.jpg
5089.5,285.5218584537506,0.68,0.7845240455451509,0.9662996012910575,24.15343306482547,57.04298080987265,195.02454929037208,48.053481700164276,67.53778289221327,40.66892736010925,9189.934411678201,302.55358208955226,0.4562752820296443,0.21152739893214204,A,grading/data_processed/tomato/A/Tomato_3_r2_156__100.jpg
6087.5,294.83556723594666,1.2658227848101267,0.8800130086082486,0.991045991045991,76.76283185840708,87.24320821468527,206.32485921158488,49.8456944954605,80.74658085277554,48.22827167786015,3670.675042461144,285.76217874952056,0.572774847908133,0.20591320072583877,A,grading/data_processed/tomato/A/Tomato_Cherry_Red_2_r1_190__100.jpg
6781.0,315.5634902715683,1.098901098901099,0.8557168948952556,0.9776528258362168,11.873789214977592,11.391598437485477,181.68006361139223,43.58486158220626,88.99161486193437,51.55558963170683,1651.7112437628307,291.20490620490625,0.4573696320472636,0.22718440471114185,A,grading/data_processed/tomato/A/Tomato_7_r2_46__100.jpg
6068.0,308.24978148937225,1.2195121951219512,0.8025089439738798,0.9696388622563119,6.556433408577878,19.12742934686664,207.7850693324734,57.10180391676118,79.4026120606256,45.68282277076552,2169.10191253718,287.7710027100271,0.5197723290853662,0.23306467447505141,A,grading/data_processed/tomato/A/Tomato_8_r0_126__100.jpg
5124.5,285.8650048971176,0.68,0.7880238746248575,0.9840614498319731,8.560952380952381,24.680414425932938,223.988,48.359168617061094,67.29085714285715,38.79450835250945,4667.677221366782,335.97910447761194,0.500713413819214,0.2105608884041653,A,grading/data_processed/tomato/A/Tomato_5_r0_45__100.jpg
7660.5,329.1787132024765,0.95,0.8883896587912936,0.9917146740889378,44.45490648219319,76.06787261085265,201.4423520368947,46.34164968822188,100.83781706379708,58.52872077075118,1903.3814878116343,277.79223404255316,0.5096800723381052,0.16640671594292675,A,grading/data_processed/tomato/A/Tomato_4_0__100.jpg
5819.5,295.1787134408951,1.3157894736842106,0.8393159291185165,0.9807044152342433,32.58944182918628,66.03388532351404,194.75252185608608,45.26196949995458,76.49781439139207,44.55291801475296,5401.355483362188,241.08678894205207,0.5308650502726703,0.2078603157245845,A,grading/data_processed/tomato/A/Tomato_3_34__100.jpg
7248.5,318.63455748558044,1.0526315789473684,0.8971648633216602,0.9912478632478633,9.445362220717671,11.405543341321934,187.78551117129317,52.3977008929009,95.18862559241707,55.22428234145373,1382.9452531855957,248.1760765550239,0.5364981952510192,0.21302856229321,A,grading/data_processed/tomato/A/Tomato_10_r1_246__100.jpg
6416.0,301.76449966430664,0.81,0.8853967538907508,0.9919604205318491,10.976481368356751,7.046017454033389,227.64523518631643,48.57208285576249,84.73656078191814,48.521957456691254,3751.3534567901233,328.36924999999997,0.42857709334024946,0.17943812042734955,A,grading/data_processed/tomato/A/Tomato_Cherry_Orange_1_r0_153__100.jpg
7336.0,322.7350616455078,1.0526315789473684,0.8850685076408115,0.9877474081055608,55.18913857677903,81.23612492800925,198.74478330658107,44.50795290052132,96.49117174959872,55.8635385630789,1903.4486328642658,224.3218500797448,0.554112130984864,0.20243196515624703,A,grading/data_processed/tomato/A/Tomato_4_r_200__100.jpg
7222.5,329.4629828929901,0.98,0.8361499387426126,0.9720726783310901,32.32794676806083,66.93750582532803,224.880907115698,51.79291768229439,94.84315589353612,54.91662220579859,2591.3686423990007,297.9184536082474,0.5980165533982016,0.23731172790553193,A,grading/data_processed/tomato/A/Tomato_Heart_1_r2_140__100.jpg
7661.0,327.4213536977768,1.0638297872340425,0.8980103184871725,0.9896014984176194,19.01614349775785,51.354296810359514,208.8340807174888,43.94570952425157,101.00653427290199,58.561225446407775,1448.4020515617926,260.1602192134107,0.5346137420885568,0.16378521299807222,A,grading/data_processed/tomato/A/Tomato_Cherry_Red_1_276__100.jpg
7211.0,316.2497829198837,1.1111111111111112,0.9060348178693085,0.9922256621947024,11.85712341815213,12.83130006960564,219.74622397605117,53.75395849466559,95.13852224792488,54.53134735027272,2839.113806802469,356.4104377104377,0.4418189193267417,0.17286708862077532,A,grading/data_processed/tomato/A/Tomato_Cherry_Orange_1_r1_133__100.jpg
7244.5,318.49242174625397,0.92,0.8974702775737564,0.9900915675823425,11.724366788568332,11.575381069040668,180.77055397534878,45.05231554739855,94.98185019639713,54.817643794993444,1119.114473995747,277.7161538461538,0.4513995324933065,0.1847906186929234,A,grading/data_processed/tomato/A/Tomato_10_r2_276__100.jpg
7176.5,326.77669298648834,0.98,0.844540355068603,0.9844307270233196,27.82036910457963,61.455094459263414,218.97006151742994,56.33962102519043,94.10786056049214,54.258863972807866,2814.0690258642235,270.11618556701023,0.5568019971002216,0.24112677007650754,A,grading/data_processed/tomato/A/Tomato_Heart_1_r_213__100.jpg
