area,perimeter,aspect_ratio,circularity,solidity,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,laplacian_var,glcm_contrast,glcm_homogeneity,glcm_energy,grade,path
6270.5,310.1492750644684,1.1627906976744187,0.8191633160942537,0.9770938839111803,19.8711742660837,10.045825037412863,116.08838226108682,40.705110151533944,82.41458463460337,47.61643784120212,4534.943425851811,447.78341555085746,0.4164420045638479,0.24321752043326184,A,grading/data_processed/potato/A/Potato_White_1_r_152__100.jpg
6140.5,308.1492749452591,1.1764705882352942,0.8126270961868672,0.9757667249324646,20.29459588713534,10.406542372527761,116.7495616132632,40.95708477331361,80.71991072851905,46.75790916719385,5187.298484484429,431.17219251336894,0.4219579726637086,0.24939526094000272,A,grading/data_processed/potato/A/Potato_White_1_r_153__100.jpg
4286.5,262.89444231987,1.8181818181818181,0.7793811215582351,0.984610083840588,48.9707017942312,75.4820698034044,136.32568703156937,54.30162178728794,56.61844197138315,33.50928082706506,8848.717766975207,253.774839302112,0.47678657190478624,0.19212439765551362,A,grading/data_processed/potato/A/Potato_Red_2_r_28__100.jpg
5035.0,293.76449954509735,1.5151515151515151,0.7331801791965434,0.9586824067022087,20.11582413325586,9.515828146434508,126.11349990315708,44.40262560671658,66.59752082122797,39.159065774842304,9760.712497704315,518.7404346495256,0.35443449448667547,0.20505992654007105,A,grading/data_processed/potato/A/Potato_White_1_r_14__100.jpg
6491.0,305.0782079696655,1.1764705882352942,0.8763934030493061,0.9879756468797565,55.708289294881475,77.01434596463248,129.05495998792088,52.15576444501995,85.24399818813227,49.28559181404039,2475.3978283598617,295.44991087344033,0.48565566211336375,0.20996552900015922,A,grading/data_processed/potato/A/Potato_Red_2_r_173__100.jpg
4772.5,296.35028648376465,1.5873015873015872,0.6828811083125834,0.9479590823319098,21.355569155446755,11.607261853513855,130.0701754385965,45.172433263867894,63.48796409628723,38.100702930882484,11013.952261501638,495.5212441879109,0.40538920237094234,0.2091459624623465,A,grading/data_processed/potato/A/Potato_White_1_r_86__100.jpg
4482.0,274.79393684864044,1.6666666666666667,0.74587735846021,0.973712796002607,16.132087768846404,18.57264737833937,102.1568542255051,42.50987987870077,59.35715837497284,34.78383896754115,13728.512106555556,389.27508417508415,0.3620553296324381,0.21961832770788162,A,grading/data_processed/potato/A/Potato_Red_1_r_34__100.jpg
4579.5,276.55129647254944,1.6666666666666667,0.7524480651961043,0.9721897887697697,14.956826882177797,14.128355485452879,102.23394300297745,43.38190299152944,60.78477243726074,36.2725814900345,11990.738138222223,416.2762626262627,0.3510330013149932,0.20471726583109923,A,grading/data_processed/potato/A/Potato_Red_1_r_35__100.jpg
4972.5,295.03657698631287,0.68,0.717848726700468,0.9593864557206251,22.101312953164804,13.710799115496549,129.73682147756222,46.45600716646606,66.05134234763864,39.179710133266546,10439.873892733563,636.6197014925374,0.3829559867863472,0.22742424362728098,A,grading/data_processed/potato/A/Potato_White_1_66__100.jpg
4944.0,294.10764503479004,0.68,0.7182501058911994,0.9602796931144993,21.77232406859846,10.234757113075863,130.4486497141731,46.01929007266132,65.71062487679873,39.22303558201369,11018.100449826989,593.4437313432837,0.393378749355618,0.23264688086020166,A,grading/data_processed/potato/A/Potato_White_1_67__100.jpg
4829.0,273.6223638057709,1.5625,0.8105202852217137,0.9839038304808476,36.5492018589614,66.98332075611498,142.70094968680542,47.154949813190534,63.437057991513434,36.532958139508516,9134.813991308594,255.1587752525253,0.4519623606929196,0.21575896917324763,A,grading/data_processed/potato/A/Potato_Red_2_r2_114__100.jpg
4835.5,273.0365775823593,1.5625,0.8150975514040248,0.9849271819940931,34.57416750756811,65.26321694540302,143.29101917255298,47.75832269405609,63.6795156407669,37.13887829073119,9360.034194433594,325.91287878787875,0.4531992100708906,0.21593150067003977,A,grading/data_processed/potato/A/Potato_Red_2_r2_115__100.jpg
4544.0,274.45079135894775,0.64,0.7580872840671179,0.9616931216931217,14.346269296740996,14.244162951596344,103.6286449399657,43.13960944781042,60.6528730703259,36.75330640982127,12079.296360937502,548.098888888889,0.3942354927906354,0.25096121587211045,A,grading/data_processed/potato/A/Potato_Red_1_195__100.jpg
4528.5,276.69343161582947,0.64,0.7433041146140063,0.9606491302503182,15.142611314261131,17.514867535672035,103.82211228221122,42.36129387201186,60.28479242847924,36.37127486585743,13565.863366308595,559.4801587301588,0.3948465315528596,0.25239318129502375,A,grading/data_processed/potato/A/Potato_Red_1_194__100.jpg
5280.0,292.59292590618134,1.408450704225352,0.7750257692187644,0.9780494581828285,21.106528574070648,15.248988539505223,134.51729239874237,40.72163491839877,69.78398372480119,41.00043009285707,8009.2972294981155,600.4788732394367,0.3836606205102541,0.22648895887519485,A,grading/data_processed/potato/A/Potato_White_1_r2_190__100.jpg
5100.5,284.5512959957123,0.67,0.7915921522578353,0.9775754671777671,20.38779414578152,11.480537604562954,129.41400420891526,45.99730092249501,67.39219437535871,39.6660442240351,8889.905200178215,497.1877272727273,0.3443259696238531,0.1988138610145097,A,grading/data_processed/potato/A/Potato_White_1_140__100.jpg
5070.5,283.03657722473145,0.66,0.7953815702858242,0.9817037754114231,20.42540904716073,11.49327833026145,128.6846968238691,45.166392263129445,67.03214629451395,39.442246204704794,8755.065523393021,457.0478461538462,0.34687019043086137,0.19436542171837906,A,grading/data_processed/potato/A/Potato_White_1_141__100.jpg
4660.0,277.96550965309143,1.6129032258064515,0.7579035790075268,0.9761206535400084,14.383232280995191,22.646648653128736,103.4012126280577,43.60914216732646,61.64645619903826,35.923249536936794,9530.374461082205,406.80303030303037,0.36978405710750445,0.21608020615196208,A,grading/data_processed/potato/A/Potato_Red_1_r_115__100.jpg
4559.5,268.8944420814514,0.59,0.7924346053074921,0.9821217016693592,47.23103227185296,75.05949660351283,139.43876896772815,51.56197176728528,60.129942295362255,35.04387075894583,9243.056434214306,338.40637931034485,0.425510703937228,0.19019249901749757,A,grading/data_processed/potato/A/Potato_Red_2_136__100.jpg
5277.0,295.90663373470306,1.2727272727272727,0.7573341756359895,0.9571920914202794,15.596039970392303,23.245794869972055,99.180236861584,40.62047549090813,69.58641746854182,40.206334597817694,7640.326288401366,379.0092381844959,0.4669367604334439,0.2724464556862504,A,grading/data_processed/potato/A/Potato_Red_1_r2_80__100.jpg
